transaction_id,date,customer_id,description,merchant_name,amount,payment_method,type,customer_segment,location
T051709,2024-04-06,43563,cashback received,Freelance Client,49731.16,Credit Card,income,Student,Delhi
T051710,2023-08-17,29193,subscription charge,Freelance Client,7166.12,Debit Card,expense,Salaried,Delhi
T051711,2022-08-19,26850,interest credited,Google Pay,10780.98,Credit Card,income,Salaried,Mumbai
T051712,2022-06-18,22727,salary credited,Flipkart,29032.7,Net Banking,income,Student,Mumbai
T051713,2022-02-07,90951,grocery purchase,Freelance Client,8581.41,UPI,expense,Retired,Delhi
T051714,2023-05-26,86477,fund transfer,Freelance Client,31279.32,UPI,income,Salaried,Mumbai
T051715,2024-03-30,65460,insurance premium,Google Pay,6866.34,Cash,expense,Business,Hyderabad
T051716,2024-05-10,25218,interest credited,Zomato,48182.3,UPI,income,Student,Bangalore
T051717,2024-03-24,59120,grocery purchase,Flipkart,39674.22,UPI,expense,Salaried,Hyderabad
T051718,2024-02-10,38444,payment received,Tax Office,47643.82,Debit Card,income,Business,Mumbai
T051719,2023-12-25,79187,bonus received,Flipkart,38122.28,UPI,income,Student,Bangalore
T051720,2022-02-05,33519,electricity bill,Salary Dept,18783.17,Credit Card,expense,Retired,Chennai
T051721,2023-08-08,60107,fuel payment,Tax Office,24259.23,Credit Card,expense,Salaried,Mumbai
T051722,2023-06-12,34281,salary credited,Airtel,40256.17,Cash,income,Student,Mumbai
T051723,2022-08-29,29793,cashback received,Paytm,38743.36,UPI,income,Business,Hyderabad
T051724,2022-10-07,44687,rent paid,Electricity Board,4791.66,UPI,expense,Retired,Delhi
T051725,2023-06-01,29316,online payment,Salary Dept,11427.73,UPI,income,Business,Chennai
T051726,2022-10-05,66927,freelance income,ICICI,47602.91,Debit Card,income,Business,Mumbai
T051727,2023-09-01,83915,insurance premium,Airtel,28632.21,Credit Card,expense,Student,Hyderabad
T051728,2022-06-08,56554,electricity bill,Paytm,47019.67,Credit Card,expense,Salaried,Chennai
T051729,2023-11-20,10207,subscription charge,Freelance Client,30612.82,Credit Card,expense,Business,Chennai
T051730,2023-12-13,10073,fuel payment,Amazon,26212.68,Cash,expense,Salaried,Chennai
T051731,2023-12-10,34427,bonus received,Electricity Board,31515.54,Net Banking,income,Salaried,Delhi
T051732,2023-03-22,50329,fund transfer,Airtel,46108.56,Net Banking,expense,Retired,Mumbai
T051733,2023-05-19,86347,rent paid,Amazon,103.65,Net Banking,expense,Salaried,Chennai
T051734,2024-01-10,84777,electricity bill,Local Store,44430.71,UPI,expense,Retired,Hyderabad
T051735,2022-11-08,80505,bonus received,Reliance,8915.75,Cash,income,Business,Hyderabad
T051736,2023-07-08,50472,insurance premium,SBI,33903.62,Net Banking,expense,Retired,Bangalore
T051737,2023-03-27,15889,electricity bill,Swiggy,25265.63,Credit Card,expense,Salaried,Delhi
T051738,2024-06-04,36457,cashback received,HDFC,3530.53,Net Banking,income,Salaried,Delhi
T051739,2023-02-24,50787,interest credited,PhonePe,19530.56,Debit Card,income,Retired,Mumbai
T051740,2023-12-02,18706,electricity bill,Uber,6570.15,Debit Card,expense,Retired,Chennai
T051741,2022-06-30,48687,fund transfer,Salary Dept,5279.66,Net Banking,expense,Salaried,Delhi
T051742,2023-09-23,21520,electricity bill,Zomato,10561.63,Cash,expense,Retired,Chennai
T051743,2023-02-24,10279,insurance premium,ICICI,49421.51,Cash,expense,Student,Bangalore
T051744,2022-12-22,74305,insurance premium,Swiggy,9836.8,Cash,expense,Business,Bangalore
T051745,2022-03-02,64007,fuel payment,SBI,5966.42,Cash,expense,Student,Mumbai
T051746,2024-05-22,35131,insurance premium,Flipkart,28934.64,Credit Card,expense,Business,Delhi
T051747,2023-05-02,50229,bonus received,Amazon,41640.09,UPI,income,Salaried,Mumbai
T051748,2024-03-28,10290,freelance income,Uber,36854.58,Net Banking,income,Student,Bangalore
T051749,2022-10-21,47648,transaction completed,Local Store,34618.49,Credit Card,income,Student,Mumbai
T051750,2023-11-21,21065,electricity bill,Freelance Client,16170.28,UPI,expense,Salaried,Hyderabad
T051751,2024-06-03,25402,salary credited,Uber,15790.51,Net Banking,income,Retired,Chennai
T051752,2022-10-03,99903,transfer processed,Freelance Client,27826.28,Cash,expense,Student,Hyderabad
T051753,2024-04-11,34107,grocery purchase,Local Store,4106.61,Cash,expense,Student,Mumbai
T051754,2022-12-15,93542,payment received,Airtel,20648.8,Debit Card,expense,Retired,Mumbai
T051755,2023-02-09,23029,insurance premium,Freelance Client,29111.06,Net Banking,expense,Student,Mumbai
T051756,2022-11-21,29935,electricity bill,Uber,48427.42,Credit Card,expense,Business,Bangalore
T051757,2023-03-29,96098,transaction completed,PhonePe,29166.55,Credit Card,expense,Student,Delhi
T051758,2022-05-17,78811,insurance premium,Salary Dept,22179.0,Net Banking,expense,Retired,Bangalore
T051759,2023-03-14,70033,insurance premium,Amazon,12569.32,UPI,expense,Retired,Mumbai
T051760,2023-04-28,15257,grocery purchase,Electricity Board,48229.06,Credit Card,expense,Business,Bangalore
T051761,2023-02-09,34658,commission credited,Amazon,46405.73,Cash,income,Student,Chennai
T051762,2023-01-05,67991,cashback received,ICICI,18614.28,Credit Card,income,Retired,Bangalore
T051763,2023-11-25,65914,electricity bill,Local Store,37539.48,Debit Card,expense,Salaried,Delhi
T051764,2022-10-10,55999,salary credited,Google Pay,21970.67,UPI,income,Student,Delhi
T051765,2022-04-02,11757,cashback received,Airtel,37714.02,Debit Card,income,Retired,Hyderabad
T051766,2024-03-02,31339,electricity bill,Google Pay,1696.42,Debit Card,expense,Business,Chennai
T051767,2023-09-05,32846,electricity bill,Swiggy,40284.14,Credit Card,expense,Salaried,Chennai
T051768,2023-06-07,37915,grocery purchase,Local Store,30323.27,Cash,expense,Salaried,Mumbai
T051769,2022-06-14,54617,commission credited,Flipkart,22905.25,UPI,income,Business,Mumbai
T051770,2023-05-30,55170,cashback received,HDFC,16413.01,Debit Card,income,Student,Hyderabad
T051771,2022-04-16,86880,insurance premium,Tax Office,9128.89,Credit Card,expense,Business,Chennai
T051772,2023-04-03,98768,transaction completed,SBI,21269.79,Debit Card,income,Student,Bangalore
T051773,2023-08-24,43493,rent paid,Tax Office,719.31,UPI,expense,Business,Mumbai
T051774,2022-10-05,42079,bonus received,Google Pay,23592.5,Cash,income,Salaried,Mumbai
T051775,2023-05-26,43875,transfer processed,Uber,1556.43,Debit Card,income,Business,Chennai
T051776,2023-05-04,39558,fund transfer,Google Pay,40336.83,Credit Card,expense,Retired,Mumbai
T051777,2023-08-15,21017,fund transfer,Flipkart,15873.93,Debit Card,income,Student,Delhi
T051778,2022-12-25,30732,cashback received,Tax Office,10840.4,Credit Card,income,Retired,Chennai
T051779,2022-01-04,67238,fuel payment,Flipkart,14441.99,Credit Card,expense,Student,Hyderabad
T051780,2024-05-29,69839,salary credited,Uber,23354.7,UPI,income,Retired,Bangalore
T051781,2024-04-05,33457,bonus received,Google Pay,19256.81,Net Banking,income,Student,Chennai
T051782,2022-02-11,10824,grocery purchase,Reliance,45320.42,Net Banking,expense,Salaried,Delhi
T051783,2022-07-18,41573,bonus received,ICICI,10790.55,Debit Card,income,Business,Bangalore
T051784,2022-11-11,24467,freelance income,Electricity Board,48856.31,Credit Card,income,Salaried,Chennai
T051785,2022-12-08,85462,rent paid,Amazon,18274.77,Credit Card,expense,Salaried,Bangalore
T051786,2024-02-23,33876,electricity bill,Swiggy,5503.49,Debit Card,expense,Retired,Delhi
T051787,2022-05-16,26734,subscription charge,Freelance Client,10073.18,Credit Card,expense,Retired,Chennai
T051788,2024-02-12,31586,bonus received,Zomato,5841.29,Debit Card,income,Business,Chennai
T051789,2022-06-02,40659,interest credited,Uber,38139.53,UPI,income,Salaried,Hyderabad
T051790,2022-03-04,72257,cashback received,Paytm,6434.35,Cash,income,Retired,Delhi
T051791,2022-07-10,54245,electricity bill,Local Store,13689.74,Net Banking,expense,Business,Hyderabad
T051792,2023-03-24,35410,commission credited,Uber,34967.55,Debit Card,income,Student,Hyderabad
T051793,2022-07-03,17894,fuel payment,Reliance,48857.51,Net Banking,expense,Retired,Chennai
T051794,2023-02-11,62154,freelance income,Salary Dept,22230.3,Credit Card,income,Student,Chennai
T051795,2023-09-19,12509,online payment,Local Store,4119.5,Credit Card,expense,Retired,Delhi
T051796,2022-08-20,78208,fuel payment,Airtel,17228.55,UPI,expense,Salaried,Bangalore
T051797,2022-03-01,95362,bonus received,Flipkart,8091.92,Debit Card,income,Student,Chennai
T051798,2022-08-10,79694,commission credited,ICICI,29944.77,Cash,income,Retired,Mumbai
T051799,2022-05-09,74450,freelance income,ICICI,38480.19,Debit Card,income,Retired,Mumbai
T051800,2024-05-15,72190,salary credited,Tax Office,25376.34,Net Banking,income,Salaried,Chennai
T051801,2024-02-01,74980,account adjustment,Uber,45068.95,Credit Card,income,Student,Mumbai
T051802,2023-02-03,63273,grocery purchase,Uber,12531.32,UPI,expense,Salaried,Chennai
T051803,2023-11-11,83343,commission credited,Electricity Board,9614.65,Debit Card,income,Student,Bangalore
T051804,2022-09-19,41171,rent paid,Freelance Client,35093.05,Debit Card,expense,Student,Hyderabad
T051805,2022-12-20,34525,fuel payment,PhonePe,43105.73,Cash,expense,Student,Mumbai
T051806,2022-06-25,36513,subscription charge,SBI,40332.55,Net Banking,expense,Business,Bangalore
T051807,2023-01-16,15797,subscription charge,Swiggy,32063.9,Net Banking,expense,Retired,Chennai
T051808,2023-03-30,17746,fuel payment,HDFC,29442.92,Net Banking,expense,Student,Mumbai
T051809,2022-08-17,99254,rent paid,Uber,10023.17,Credit Card,expense,Business,Delhi
T051810,2022-09-05,79474,subscription charge,Zomato,46536.52,Net Banking,income,Retired,Hyderabad
T051811,2022-01-11,34316,subscription charge,Reliance,35174.85,Credit Card,expense,Student,Hyderabad
T051812,2023-09-19,67077,transfer processed,Reliance,20313.6,Cash,expense,Salaried,Bangalore
T051813,2024-01-03,44362,account adjustment,Uber,44445.29,Net Banking,expense,Student,Hyderabad
T051814,2024-02-17,26334,online payment,Google Pay,22441.61,Net Banking,income,Student,Mumbai
T051815,2022-02-03,87093,fuel payment,Zomato,37038.19,Debit Card,expense,Retired,Chennai
T051816,2023-04-18,38880,electricity bill,Uber,4780.68,Debit Card,expense,Student,Hyderabad
T051817,2024-02-11,54257,fuel payment,ICICI,40485.36,Debit Card,expense,Business,Bangalore
T051818,2024-03-04,19673,salary credited,Local Store,2071.91,Cash,income,Business,Bangalore
T051819,2024-04-19,72346,grocery purchase,Swiggy,34579.01,UPI,expense,Business,Delhi
T051820,2022-09-22,79915,salary credited,Uber,29136.88,Net Banking,income,Retired,Chennai
T051821,2024-03-05,58613,bank entry,Salary Dept,7817.59,Cash,expense,Retired,Bangalore
T051822,2024-02-18,42721,cashback received,Paytm,41657.76,Net Banking,income,Student,Hyderabad
T051823,2022-02-10,45950,commission credited,Reliance,48364.78,UPI,income,Retired,Delhi
T051824,2024-01-21,30829,electricity bill,Paytm,35849.03,Debit Card,expense,Business,Mumbai
T051825,2023-01-26,70495,refund processed,Tax Office,27234.78,Debit Card,income,Business,Delhi
T051826,2022-08-21,83107,fuel payment,Airtel,31008.65,Cash,expense,Retired,Chennai
T051827,2022-12-10,38363,account adjustment,Reliance,24960.01,Debit Card,expense,Student,Mumbai
T051828,2022-03-30,57068,payment received,Zomato,10744.77,Debit Card,expense,Salaried,Delhi
T051829,2023-03-20,52733,freelance income,Flipkart,16158.03,UPI,income,Salaried,Chennai
T051830,2023-06-12,93271,rent paid,Swiggy,18122.49,Debit Card,expense,Retired,Bangalore
T051831,2022-12-18,15613,cashback received,Tax Office,42836.18,Credit Card,income,Salaried,Mumbai
T051832,2022-05-31,36606,refund processed,PhonePe,25492.83,Net Banking,expense,Student,Chennai
T051833,2023-10-25,26595,subscription charge,Paytm,26900.69,Debit Card,expense,Business,Bangalore
T051834,2022-06-02,11274,bank entry,HDFC,40922.61,Credit Card,income,Retired,Chennai
T051835,2022-10-06,47030,bank entry,Local Store,13230.97,Cash,expense,Business,Chennai
T051836,2023-04-22,65119,cashback received,Local Store,34107.53,Credit Card,income,Business,Bangalore
T051837,2023-02-14,95654,subscription charge,Reliance,48838.06,Debit Card,expense,Student,Chennai
T051838,2024-02-02,83311,salary credited,Tax Office,16152.01,Cash,income,Business,Delhi
T051839,2023-05-06,42279,payment received,Electricity Board,15847.73,Credit Card,expense,Salaried,Delhi
T051840,2023-01-12,64690,bonus received,Amazon,18215.56,Debit Card,income,Business,Mumbai
T051841,2022-05-06,89477,salary credited,Airtel,29760.75,Net Banking,income,Retired,Chennai
T051842,2022-05-09,54423,online payment,Swiggy,39821.98,Debit Card,income,Student,Chennai
T051843,2022-12-17,45253,payment received,Swiggy,43884.76,Credit Card,income,Student,Hyderabad
T051844,2023-12-27,33638,grocery purchase,HDFC,31797.39,Debit Card,expense,Retired,Bangalore
T051845,2023-07-26,79906,interest credited,Electricity Board,27325.87,Debit Card,income,Salaried,Hyderabad
T051846,2022-07-24,29782,transfer processed,Zomato,12673.69,Credit Card,expense,Student,Delhi
T051847,2023-05-09,32639,electricity bill,Flipkart,8165.41,Net Banking,expense,Salaried,Delhi
T051848,2024-02-18,47655,fuel payment,Electricity Board,30146.05,Cash,expense,Student,Mumbai
T051849,2023-10-11,32829,fuel payment,Freelance Client,33693.55,Credit Card,expense,Student,Delhi
T051850,2023-08-12,10332,refund processed,ICICI,2363.89,UPI,expense,Retired,Hyderabad
T051851,2023-08-31,51986,payment received,Freelance Client,20510.14,Credit Card,expense,Business,Chennai
T051852,2022-01-26,62385,interest credited,Amazon,9679.33,UPI,income,Retired,Delhi
T051853,2022-03-05,94044,fuel payment,SBI,40413.88,UPI,expense,Business,Delhi
T051854,2024-01-08,28616,salary credited,Amazon,472.34,Net Banking,income,Business,Bangalore
T051855,2024-03-28,63109,subscription charge,Swiggy,29609.02,Credit Card,expense,Student,Mumbai
T051856,2023-01-02,15282,refund processed,Swiggy,26593.94,Cash,income,Retired,Mumbai
T051857,2024-05-10,31524,salary credited,Tax Office,15800.32,Debit Card,income,Student,Delhi
T051858,2024-05-08,17744,salary credited,Flipkart,22937.41,UPI,income,Student,Delhi
T051859,2024-06-19,15697,rent paid,Amazon,49629.9,Credit Card,expense,Retired,Chennai
T051860,2022-08-03,78905,commission credited,Local Store,10484.28,Net Banking,income,Business,Mumbai
T051861,2023-02-14,32826,grocery purchase,Swiggy,45294.68,UPI,expense,Retired,Bangalore
T051862,2024-01-11,21545,bank entry,Paytm,44480.34,Debit Card,expense,Student,Mumbai
T051863,2024-02-25,16553,fund transfer,SBI,1698.67,Credit Card,income,Retired,Delhi
T051864,2023-02-22,65982,cashback received,Freelance Client,27703.24,Net Banking,income,Salaried,Chennai
T051865,2023-09-07,59316,subscription charge,Salary Dept,49967.77,Cash,expense,Student,Delhi
T051866,2022-08-02,20183,grocery purchase,ICICI,13531.42,Net Banking,expense,Retired,Chennai
T051867,2022-07-18,94625,fuel payment,Amazon,39912.43,Debit Card,expense,Retired,Chennai
T051868,2022-05-20,19931,bonus received,SBI,2070.16,Credit Card,income,Business,Mumbai
T051869,2023-05-20,38835,salary credited,Zomato,16284.88,Net Banking,income,Retired,Hyderabad
T051870,2023-03-21,82833,rent paid,Swiggy,14357.97,Net Banking,expense,Salaried,Bangalore
T051871,2022-08-25,30599,subscription charge,Paytm,40410.13,Credit Card,expense,Business,Delhi
T051872,2022-08-11,59515,grocery purchase,Paytm,35514.22,UPI,expense,Business,Hyderabad
T051873,2022-09-22,19761,insurance premium,Flipkart,16937.32,UPI,expense,Salaried,Mumbai
T051874,2022-05-13,18061,online payment,Reliance,33826.93,Net Banking,income,Salaried,Hyderabad
T051875,2022-06-03,10368,freelance income,PhonePe,955.66,Cash,income,Business,Delhi
T051876,2023-06-30,63101,account adjustment,Freelance Client,5845.92,UPI,expense,Student,Delhi
T051877,2022-12-30,65015,bonus received,Salary Dept,32249.58,Credit Card,income,Salaried,Delhi
T051878,2023-12-15,15304,bonus received,ICICI,32349.92,Debit Card,income,Student,Mumbai
T051879,2023-02-14,65689,commission credited,Google Pay,27318.9,Debit Card,income,Retired,Mumbai
T051880,2022-06-13,58544,bank entry,Swiggy,2313.05,Net Banking,income,Business,Bangalore
T051881,2024-03-02,38806,subscription charge,Local Store,6936.06,Net Banking,expense,Retired,Chennai
T051882,2024-02-29,61244,commission credited,HDFC,36125.89,Net Banking,income,Business,Mumbai
T051883,2023-06-17,68859,grocery purchase,Zomato,24365.07,UPI,expense,Retired,Chennai
T051884,2022-08-25,74412,transaction completed,Tax Office,27762.88,Net Banking,income,Student,Hyderabad
T051885,2023-04-22,10594,commission credited,Electricity Board,10099.26,Net Banking,income,Student,Delhi
T051886,2022-05-24,27829,grocery purchase,Airtel,19184.04,Debit Card,expense,Business,Chennai
T051887,2024-03-16,30006,online payment,Swiggy,32615.42,Credit Card,expense,Business,Hyderabad
T051888,2024-05-02,43533,payment received,ICICI,47454.64,Cash,expense,Business,Delhi
T051889,2024-05-25,32424,payment received,SBI,15589.58,Debit Card,income,Business,Hyderabad
T051890,2024-04-13,37792,electricity bill,Amazon,28367.2,Debit Card,expense,Student,Delhi
T051891,2022-08-13,49204,grocery purchase,PhonePe,4360.08,Credit Card,expense,Student,Delhi
T051892,2023-05-25,70994,bank entry,Paytm,26092.86,Cash,income,Salaried,Hyderabad
T051893,2023-11-22,31015,insurance premium,Local Store,34530.06,Credit Card,expense,Student,Bangalore
T051894,2022-06-30,35209,interest credited,Freelance Client,15221.99,Credit Card,income,Student,Chennai
T051895,2022-07-10,98529,online payment,Zomato,16753.87,Net Banking,income,Salaried,Bangalore
T051896,2022-12-12,31140,bank entry,ICICI,49451.84,Cash,expense,Student,Bangalore
T051897,2024-02-08,67802,transfer processed,Local Store,7136.41,Credit Card,expense,Business,Hyderabad
T051898,2023-08-17,66057,commission credited,Electricity Board,35915.19,UPI,income,Retired,Delhi
T051899,2022-08-01,69816,insurance premium,SBI,24528.98,Net Banking,expense,Student,Delhi
T051900,2022-04-15,85408,transaction completed,Zomato,37466.05,UPI,expense,Business,Mumbai
T051901,2022-02-06,90748,commission credited,Freelance Client,3705.58,Cash,income,Salaried,Hyderabad
T051902,2022-08-27,93813,fuel payment,Reliance,1620.81,Cash,expense,Retired,Mumbai
T051903,2024-04-09,57764,rent paid,Electricity Board,11221.01,Debit Card,expense,Student,Chennai
T051904,2022-08-23,92428,bonus received,Tax Office,26597.85,Debit Card,income,Retired,Delhi
T051905,2024-01-05,81889,payment received,SBI,42384.2,Net Banking,expense,Student,Mumbai
T051906,2023-04-28,12751,insurance premium,Amazon,12165.77,Credit Card,expense,Retired,Hyderabad
T051907,2024-04-24,56379,commission credited,Paytm,25589.82,Credit Card,income,Retired,Hyderabad
T051908,2024-02-25,20363,fuel payment,Flipkart,19386.85,UPI,expense,Retired,Delhi
T051909,2024-01-21,29227,fund transfer,ICICI,10059.71,Net Banking,income,Student,Mumbai
T051910,2023-12-17,84019,cashback received,Reliance,13151.76,UPI,income,Salaried,Mumbai
T051911,2024-01-02,39092,fuel payment,HDFC,3919.77,Cash,expense,Salaried,Bangalore
T051912,2022-02-24,59008,grocery purchase,Local Store,42606.56,Debit Card,expense,Student,Mumbai
T051913,2022-01-08,71622,account adjustment,ICICI,15453.2,Cash,income,Business,Bangalore
T051914,2023-07-11,38918,salary credited,Freelance Client,38857.67,Debit Card,income,Retired,Delhi
T051915,2023-12-11,74599,interest credited,Freelance Client,12687.96,Cash,income,Student,Mumbai
T051916,2023-08-22,76185,cashback received,ICICI,2525.76,Cash,income,Business,Hyderabad
T051917,2022-11-16,57175,commission credited,Electricity Board,10071.47,Cash,income,Student,Chennai
T051918,2022-05-26,51729,fuel payment,Uber,40235.5,UPI,expense,Retired,Mumbai
T051919,2023-11-02,42034,account adjustment,Salary Dept,1683.14,Cash,income,Salaried,Hyderabad
T051920,2022-08-01,76039,cashback received,PhonePe,43233.98,Credit Card,income,Retired,Delhi
T051921,2022-09-15,35203,bonus received,Tax Office,29696.66,UPI,income,Retired,Mumbai
T051922,2022-02-04,24996,online payment,Google Pay,19035.52,Net Banking,expense,Student,Bangalore
T051923,2022-07-29,42602,transaction completed,Freelance Client,29935.8,Credit Card,income,Student,Hyderabad
T051924,2024-01-31,63014,online payment,Uber,5828.72,Credit Card,income,Salaried,Bangalore
T051925,2023-04-02,37935,interest credited,Paytm,14240.06,Net Banking,income,Student,Mumbai
T051926,2022-01-12,40425,fund transfer,Zomato,18713.23,Debit Card,expense,Salaried,Bangalore
T051927,2022-10-01,72534,commission credited,Google Pay,49082.83,Debit Card,income,Business,Chennai
T051928,2022-07-22,55216,fuel payment,Reliance,41323.23,UPI,expense,Salaried,Chennai
T051929,2022-07-15,89632,freelance income,Paytm,47639.93,Credit Card,income,Salaried,Bangalore
T051930,2022-08-27,44942,payment received,Swiggy,3588.65,Debit Card,income,Retired,Mumbai
T051931,2024-02-19,13527,electricity bill,Swiggy,38609.75,Credit Card,expense,Salaried,Hyderabad
T051932,2022-07-21,23993,fund transfer,Electricity Board,34942.82,UPI,expense,Retired,Delhi
T051933,2023-12-01,40224,freelance income,Salary Dept,21860.48,Net Banking,income,Business,Chennai
T051934,2022-05-07,15423,grocery purchase,PhonePe,4379.55,Credit Card,expense,Business,Bangalore
T051935,2023-10-10,37113,grocery purchase,Swiggy,23430.77,Debit Card,expense,Student,Chennai
T051936,2023-10-04,53246,insurance premium,Amazon,6172.11,UPI,expense,Retired,Bangalore
T051937,2023-07-05,69567,account adjustment,PhonePe,40200.69,Debit Card,income,Business,Delhi
T051938,2024-04-10,36833,account adjustment,HDFC,44197.35,Credit Card,income,Salaried,Bangalore
T051939,2023-06-11,24307,bank entry,Freelance Client,22093.94,Debit Card,income,Salaried,Mumbai
T051940,2022-08-04,25928,subscription charge,ICICI,44848.81,Credit Card,expense,Student,Delhi
T051941,2023-07-01,56268,interest credited,PhonePe,31571.71,Cash,income,Salaried,Mumbai
T051942,2022-10-15,70924,interest credited,Swiggy,27934.92,Credit Card,income,Retired,Mumbai
T051943,2023-01-11,99643,rent paid,Tax Office,10577.64,Credit Card,expense,Salaried,Hyderabad
T051944,2023-02-13,91814,freelance income,ICICI,9358.21,Credit Card,income,Business,Delhi
T051945,2023-10-12,36571,subscription charge,Salary Dept,43760.81,UPI,expense,Student,Hyderabad
T051946,2024-02-24,84361,insurance premium,Paytm,42480.23,Cash,expense,Business,Bangalore
T051947,2022-03-26,65254,cashback received,Tax Office,45430.31,UPI,income,Salaried,Delhi
T051948,2022-05-11,34372,insurance premium,HDFC,19020.98,Debit Card,expense,Retired,Chennai
T051949,2023-01-04,59652,rent paid,Paytm,41510.94,Net Banking,expense,Salaried,Bangalore
T051950,2023-10-24,57415,interest credited,SBI,31420.87,Debit Card,income,Salaried,Chennai
T051951,2023-05-14,11563,electricity bill,Swiggy,15517.79,Debit Card,expense,Retired,Hyderabad
T051952,2023-07-15,30459,cashback received,Tax Office,44427.73,UPI,income,Business,Delhi
T051953,2023-10-03,60326,cashback received,Local Store,17262.14,Credit Card,income,Salaried,Chennai
T051954,2022-01-13,99606,bonus received,Local Store,2769.08,UPI,income,Retired,Chennai
T051955,2022-10-03,94078,payment received,Amazon,3146.97,Cash,income,Salaried,Chennai
T051956,2023-04-21,61136,insurance premium,Tax Office,33590.69,Credit Card,expense,Retired,Delhi
T051957,2022-08-13,99219,salary credited,Google Pay,47034.35,UPI,income,Business,Delhi
T051958,2023-03-27,26903,bonus received,Freelance Client,40793.65,Debit Card,income,Retired,Delhi
T051959,2022-04-14,52877,interest credited,Amazon,29513.96,Debit Card,income,Student,Mumbai
T051960,2023-08-30,44096,bonus received,Uber,24631.06,Cash,income,Business,Mumbai
T051961,2023-06-21,33580,electricity bill,Paytm,4425.91,Net Banking,expense,Student,Hyderabad
T051962,2024-03-31,98913,salary credited,HDFC,25712.89,Credit Card,income,Business,Delhi
T051963,2023-12-29,24134,cashback received,Reliance,25417.12,Debit Card,income,Business,Chennai
T051964,2023-10-20,51892,interest credited,HDFC,37101.8,Cash,income,Salaried,Chennai
T051965,2023-10-04,33902,electricity bill,Uber,23099.53,Net Banking,expense,Student,Hyderabad
T051966,2023-01-16,36117,interest credited,HDFC,12287.47,Debit Card,income,Student,Chennai
T051967,2024-02-10,92327,cashback received,Electricity Board,22900.06,UPI,income,Salaried,Hyderabad
T051968,2023-12-05,60683,electricity bill,Flipkart,44692.95,Debit Card,expense,Business,Delhi
T051969,2023-11-25,59775,salary credited,Airtel,39038.06,Debit Card,income,Business,Bangalore
T051970,2022-04-27,91000,freelance income,Local Store,49734.14,Net Banking,income,Retired,Hyderabad
T051971,2023-05-04,12766,account adjustment,Uber,16883.47,UPI,expense,Salaried,Bangalore
T051972,2023-03-08,63799,subscription charge,Flipkart,11349.78,Debit Card,expense,Retired,Chennai
T051973,2023-08-09,61979,grocery purchase,SBI,24051.99,Credit Card,expense,Retired,Hyderabad
T051974,2023-11-06,79951,freelance income,Flipkart,48337.93,Debit Card,income,Retired,Delhi
T051975,2023-01-30,39741,online payment,ICICI,13552.15,Credit Card,expense,Business,Delhi
T051976,2023-07-08,76202,fuel payment,Salary Dept,32993.73,Debit Card,expense,Salaried,Chennai
T051977,2022-01-17,21300,grocery purchase,Tax Office,42818.01,Net Banking,expense,Student,Delhi
T051978,2023-10-31,36360,electricity bill,Salary Dept,26611.57,Debit Card,expense,Retired,Hyderabad
T051979,2023-10-05,15605,bonus received,Local Store,40695.39,Credit Card,income,Salaried,Hyderabad
T051980,2023-01-31,60661,freelance income,Salary Dept,48334.12,Cash,income,Student,Chennai
T051981,2022-10-30,54349,freelance income,Paytm,34190.54,Net Banking,income,Retired,Mumbai
T051982,2023-01-14,68959,freelance income,PhonePe,9591.27,Debit Card,income,Retired,Mumbai
T051983,2024-05-14,65371,subscription charge,Flipkart,12274.84,UPI,expense,Business,Bangalore
T051984,2023-12-24,47473,freelance income,Salary Dept,15795.51,Debit Card,income,Business,Hyderabad
T051985,2023-01-01,26294,grocery purchase,Flipkart,40080.98,Credit Card,expense,Business,Chennai
T051986,2022-11-11,83092,salary credited,PhonePe,1244.46,UPI,income,Salaried,Bangalore
T051987,2022-11-06,14683,online payment,Paytm,43347.86,Cash,expense,Retired,Bangalore
T051988,2024-01-16,43076,fuel payment,Reliance,2131.35,Debit Card,expense,Retired,Chennai
T051989,2024-05-01,30746,fuel payment,Paytm,40458.56,UPI,expense,Retired,Hyderabad
T051990,2023-12-09,81712,bonus received,Swiggy,4639.86,Net Banking,income,Retired,Bangalore
T051991,2022-05-28,32567,interest credited,Paytm,25204.5,UPI,income,Salaried,Bangalore
T051992,2022-04-09,88509,rent paid,SBI,26974.14,Credit Card,expense,Business,Delhi
T051993,2023-01-12,49647,insurance premium,SBI,44670.84,Credit Card,expense,Salaried,Bangalore
T051994,2023-05-17,26094,grocery purchase,Zomato,26205.56,Credit Card,expense,Salaried,Chennai
T051995,2023-11-13,32794,fuel payment,Swiggy,39311.81,Net Banking,expense,Business,Delhi
T051996,2023-12-15,12000,insurance premium,Tax Office,35706.82,Debit Card,expense,Salaried,Chennai
T051997,2023-07-07,18858,salary credited,HDFC,21914.65,Cash,income,Salaried,Bangalore
T051998,2024-03-21,75287,payment received,PhonePe,34285.39,UPI,income,Retired,Bangalore
T051999,2022-08-16,44452,payment received,PhonePe,13631.3,Cash,income,Retired,Delhi
T052000,2023-04-20,91120,bank entry,PhonePe,33163.48,UPI,expense,Retired,Mumbai
T052001,2023-09-28,72846,transfer processed,ICICI,27780.81,Net Banking,income,Retired,Delhi
T052002,2023-11-16,48385,transaction completed,HDFC,27798.96,Cash,income,Student,Chennai
T052003,2022-06-11,16782,fuel payment,Local Store,1458.39,UPI,expense,Student,Delhi
